search_request_id,search_request_created_at,estimated_duration,estimated_distance
460f8fc3-8df9-4e3d-8d83-af65d276983b,2022-12-21T02:04:46Z,1874,9130
028a22c5-795b-4cbd-b122-aa52f529b3d5,2022-12-21T02:04:53Z,609,2106
e2df5aec-b5f5-4071-82ce-dfb30695a41d,2022-12-21T02:05:12Z,1310,10408
1807aa14-e66c-428e-954a-d24ec8f472c9,2022-12-21T02:06:50Z,550,3788
fb23e3f1-52e4-4742-a21d-68435c1d8e6c,2022-12-21T02:07:31Z,1874,9130
f988d148-1301-462a-9b7a-28f20a309bdd,2022-12-21T02:07:52Z,1757,10833
6587d4ec-8023-4ea9-b95c-dcb7c3747960,2022-12-21T02:08:59Z,3462,24808
28bac7ff-c2d6-41a6-933d-c0b5fd3f6049,2022-12-21T02:09:19Z,1129,6217
033b7946-059b-45d7-b8bf-8969957915b1,2022-12-21T02:09:28Z,1290,7036
f4f923e8-73cd-42d1-954a-43cdf9ce8bbf,2022-12-21T02:09:58Z,1128,6214
df33f228-4db4-48f9-a9a5-4acc5fecbd6c,2022-12-21T02:12:00Z,2786,16999
1ad78b67-0357-484a-8079-b9205c7bfd77,2022-12-21T02:10:50Z,1157,7650
f1bfada7-f03b-48a9-878b-30b71490d4bd,2022-12-21T02:11:00Z,472,2133
30c439bd-d4bd-40c2-825f-89634057a50a,2022-12-21T02:39:15Z,1420,9296
01af830e-f1d3-4948-9c0f-4b557128808b,2022-12-21T02:11:57Z,2149,15311
7a21b313-03c4-4c93-80f3-6692d03840bd,2022-12-21T02:12:05Z,3215,19621
153d555c-ba7d-4085-a211-3d06c26b496d,2022-12-21T02:12:47Z,922,4478
06e177a8-7ff0-4de2-a2b2-9839767b7de2,2022-12-21T02:33:40Z,3486,19112
6c02c872-d48b-4b67-8b1d-7d941b895bf4,2022-12-21T02:36:25Z,1324,9119
ab6cbf4b-b045-4b83-8c48-fed7901d4349,2022-12-21T02:42:41Z,1420,9296
ceead2e5-e86e-4d52-91c0-836836437fe3,2022-12-21T02:45:31Z,1787,11167
a1253a43-999b-4d57-8d62-e848bd3a712e,2022-12-21T02:45:39Z,2731,19939
2f46f7b7-391b-4af5-9d7c-23e8e7226c4f,2022-12-21T03:00:21Z,1428,7039
bba9837d-7e2c-4410-8c8e-3bd058b49bcd,2022-12-21T03:01:22Z,414,1776
4940602a-e066-4745-9f58-bac1a1c2d361,2022-12-21T03:06:26Z,1527,11965
f939a167-5042-44ea-9776-d99f91bc4753,2022-12-21T03:06:49Z,555,2787
63832ba6-7de7-4179-9765-92015c2861ff,2022-12-21T02:13:07Z,639,3373
62f20bfb-7965-4682-9a13-eb0085ba5224,2022-12-21T02:47:09Z,925,4092
0414ba06-d4a8-4bc2-9ae6-cbb6703fa7d6,2022-12-21T03:15:55Z,1400,7241
b67c2fc1-e776-4a3e-87c7-20db0bf9a5ba,2022-12-21T03:43:25Z,3012,20126
d9c17786-3f74-46c2-9005-acb9f18bf1fe,2022-12-21T03:51:35Z,1565,8774
7733a2b4-4b9d-4ae0-afbc-4ed533683082,2022-12-21T04:04:12Z,1550,8597
31622043-ef35-41aa-a30f-6221384994a1,2022-12-21T04:05:46Z,1550,8597
46a1a9d8-34e2-4efd-bda5-216db0a93097,2022-12-21T04:20:37Z,2352,13978
f9adbf35-deb6-4f35-8ff1-bd820abcb2ac,2022-12-21T04:26:14Z,2391,14019
624e7d8a-ef23-43d4-bb01-4352bb8468eb,2022-12-21T05:24:59Z,921,4215
3a7d30af-6de5-43e7-ab69-4ce1dc8455b1,2022-12-21T02:14:29Z,1152,6463
91f49e52-7ad1-465f-8b64-df3f8ef4f48c,2022-12-21T02:15:15Z,2785,16997
ed5d1616-9877-4641-a2a0-a987a40db2fd,2022-12-21T02:15:22Z,1675,12308
739ab96f-22b8-4e93-887b-ffc64091056c,2022-12-21T02:15:56Z,1871,11259
72511334-82f0-4930-9933-36781d452435,2022-12-21T02:21:37Z,2785,16997
fc0c80ad-4c46-44a6-a316-f0fcea607af9,2022-12-21T02:33:34Z,1287,8274
d8513333-e3b7-4a1d-861d-8671600af5c7,2022-12-21T02:44:43Z,1205,8084
eb346284-f780-496b-bd96-ec6d2e902ed5,2022-12-21T02:47:57Z,1128,5230
8c7d6f42-3225-477e-912d-ab43d6efb8aa,2022-12-21T02:49:41Z,1497,10816
6eded856-b2c8-4ab9-8637-30dc8de07d5f,2022-12-21T02:56:56Z,2100,11194
